"integrated_rank","gene","final_integrated_score","final_tier","adjusted_biomarker_score","biomarker_score","avg_log2FC","absolute_log2FC","pct.1","pct.2","prevalence_difference","mean_sample_prevalence","minimum_sample_prevalence","maximum_sample_prevalence","consistency_category","sample_consistency_score","specificity_score","prevalence_score","significance_score","high_priority","robust_3sample","final_biological_category","biological_class","GO_BP_support","GO_CC_support","GO_MF_support","KEGG_support","pathway_support","epithelial_relevance","proliferation_relevance","mitochondrial_relevance","stress_relevance","metabolic_flag","biological_review_flag"
334,"TXNIP",0.560186869338007,"Tier_3_Exploratory_Robust",0.675219218136696,0.675219218136696,1.30575374509357,1.30575374509357,0.553,0.296,0.257,0.565604300022817,0.265789473684211,0.779944289693593,"Consistent_3_of_3",1,0.257,0.553,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
337,"ABHD12",0.559352323504463,"Tier_3_Exploratory_Robust",0.641641611087143,0.641641611087143,1.12833288869714,1.12833288869714,0.478,0.203,0.275,0.461607667391962,0.287769784172662,0.578947368421053,"Consistent_3_of_3",1,0.275,0.478,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
339,"TAF15",0.558846168591446,"Tier_3_Exploratory_Robust",0.635561524103692,0.635561524103692,1.05889219282954,1.05889219282954,0.496,0.226,0.27,0.494371012499486,0.426183844011142,0.560526315789474,"Consistent_3_of_3",1,0.27,0.496,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
343,"PTPMT1",0.556908503714767,"Tier_3_Exploratory_Robust",0.636127357555066,0.636127357555066,1.07781886044053,1.07781886044053,0.478,0.199,0.279,0.467974536951585,0.381294964028777,0.613157894736842,"Consistent_3_of_3",1,0.279,0.478,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
350,"NECAB3",0.553376216003929,"Tier_3_Exploratory_Robust",0.657083689649528,0.657083689649528,1.37346951719622,1.37346951719622,0.416,0.155,0.261,0.408765355403699,0.316546762589928,0.50974930362117,"Consistent_3_of_3",1,0.261,0.416,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
353,"SUSD3",0.550611001700113,"Tier_3_Moderate_Consistency",0.7278,0.7278,2.05207205532322,2.05207205532322,0.624,0.279,0.345,0.574207105507501,0,0.933147632311978,"Consistent_2_of_3",0.67,0.345,0.624,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
358,"OCEL1",0.549523493505855,"Tier_3_Exploratory_Robust",0.677912420472846,0.677912420472846,1.40729936378277,1.40729936378277,0.46,0.16,0.3,0.45495591798076,0.381294964028777,0.559888579387187,"Consistent_3_of_3",1,0.3,0.46,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
361,"THSD4",0.549114611222959,"Tier_3_Exploratory_Robust",0.658330802169411,0.658330802169411,1.18344641735529,1.18344641735529,0.542,0.282,0.26,0.568138247062517,0.323119777158774,0.881294964028777,"Consistent_3_of_3",1,0.26,0.542,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
362,"CNPY3",0.549025133916561,"Tier_3_Exploratory_Robust",0.633892956625966,0.633892956625966,1.12234365300773,1.12234365300773,0.462,0.206,0.256,0.46258282627673,0.405263157894737,0.52924791086351,"Consistent_3_of_3",1,0.256,0.462,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
365,"CDS2",0.548599400202763,"Tier_3_Exploratory_Robust",0.633302849981706,0.633302849981706,1.11282279985365,1.11282279985365,0.451,0.181,0.27,0.468722808001949,0.315789473684211,0.647482014388489,"Consistent_3_of_3",1,0.27,0.451,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
375,"USF2",0.54511069006202,"Tier_3_Exploratory_Robust",0.660225902514264,0.660225902514264,1.22580722011411,1.22580722011411,0.492,0.199,0.293,0.484229423381102,0.413669064748201,0.571052631578947,"Consistent_3_of_3",1,0.293,0.492,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
379,"SPATA20",0.543587026609481,"Tier_3_Exploratory_Robust",0.673589042473575,0.673589042473575,1.4015123397886,1.4015123397886,0.443,0.144,0.299,0.462530846163122,0.307894736842105,0.661870503597122,"Consistent_3_of_3",1,0.299,0.443,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
381,"C8orf82",0.542507367829021,"Tier_3_Exploratory_Robust",0.677883206827957,0.677883206827957,1.47906565462366,1.47906565462366,0.455,0.195,0.26,0.442999542603126,0.294964028776978,0.568245125348189,"Consistent_3_of_3",1,0.26,0.455,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
382,"TIMP3",0.542421215115951,"Tier_3_Moderate_Consistency",0.725010487414825,0.725010487414825,1.9968838993186,1.9968838993186,0.527,0.097,0.43,0.566226672671539,0.147368421052632,0.949640287769784,"Consistent_2_of_3",0.67,0.43,0.527,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
387,"HMGCS1",0.540680869114965,"Tier_3_Exploratory_Robust",0.624392326594174,0.624392326594174,1.07993861275339,1.07993861275339,0.463,0.229,0.234,0.474589318429438,0.392105263157895,0.597122302158273,"Consistent_3_of_3",1,0.234,0.463,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
391,"COMTD1",0.539437262903155,"Tier_3_Exploratory_Robust",0.647139776699815,0.647139776699815,1.11631821359852,1.11631821359852,0.514,0.24,0.274,0.512227245032884,0.485611510791367,0.543175487465181,"Consistent_3_of_3",1,0.274,0.514,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
396,"IRF2BPL",0.538029051389461,"Tier_3_Exploratory_Robust",0.676563772112108,0.676563772112108,1.48451017689686,1.48451017689686,0.41,0.115,0.295,0.400904053183197,0.294964028776978,0.473537604456825,"Consistent_3_of_3",1,0.295,0.41,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
398,"EML2",0.537731863646495,"Tier_3_Exploratory_Robust",0.671405741692145,0.671405741692145,1.43204593353716,1.43204593353716,0.44,0.168,0.272,0.430611030893801,0.309352517985612,0.587743732590529,"Consistent_3_of_3",1,0.272,0.44,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
401,"AL035661.1",0.535915748976171,"Tier_3_Exploratory_Robust",0.677626646875828,0.677626646875828,1.52021317500662,1.52021317500662,0.407,0.126,0.281,0.40797921990805,0.344736842105263,0.476323119777159,"Consistent_3_of_3",1,0.281,0.407,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
412,"SAYSD1",0.532779966439549,"Tier_3_Exploratory_Robust",0.6175065243946,0.6175065243946,1.0520521951568,1.0520521951568,0.432,0.184,0.248,0.416008890585816,0.258992805755396,0.568421052631579,"Consistent_3_of_3",1,0.248,0.432,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
438,"S100P",0.522655486621339,"Tier_3_Moderate_Consistency",0.666375993587751,0.666375993587751,1.46060794870201,1.46060794870201,0.653,0.307,0.346,0.672890779884522,0.0696378830083565,0.996402877697842,"Consistent_2_of_3",0.67,0.346,0.653,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
440,"TESMIN",0.521906817228124,"Tier_3_Exploratory_Robust",0.64943973034501,0.64943973034501,1.28831784276008,1.28831784276008,0.426,0.16,0.266,0.416776779426774,0.328690807799443,0.576315789473684,"Consistent_3_of_3",1,0.266,0.426,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
449,"CAMK2N1",0.518334787103582,"Tier_3_Exploratory_Robust",0.659001421259322,0.659001421259322,1.45921137007458,1.45921137007458,0.426,0.219,0.207,0.420872573309187,0.255263157894737,0.690807799442897,"Consistent_3_of_3",1,0.207,0.426,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
453,"C15orf61",0.516660329733473,"Tier_3_Exploratory_Robust",0.631511027303103,0.631511027303103,1.11768821842482,1.11768821842482,0.468,0.227,0.241,0.485043878106721,0.260526315789474,0.640287769784173,"Consistent_3_of_3",1,0.241,0.468,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
461,"MAP4K3-DT",0.511083835510584,"Tier_3_Exploratory_Robust",0.624488281727626,0.624488281727626,1.06790625382101,1.06790625382101,0.446,0.187,0.259,0.469463045602222,0.289473684210526,0.712230215827338,"Consistent_3_of_3",1,0.259,0.446,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
472,"SKIL",0.508020332942273,"Tier_3_Moderate_Consistency",0.680986453596393,0.680986453596393,1.76149162877114,1.76149162877114,0.544,0.204,0.34,0.530864989872931,0.231197771587744,0.897368421052632,"Consistent_2_of_3",0.67,0.34,0.544,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
486,"KIF12",0.504642856725077,"Tier_3_Moderate_Consistency",0.6986,0.6986,2.47270294181761,2.47270294181761,0.465,0.107,0.358,0.469972457747041,0.155263157894737,0.805013927576602,"Consistent_2_of_3",0.67,0.358,0.465,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
490,"TJP3",0.503426044688193,"Tier_3_Exploratory_Robust",0.635253323750446,0.635253323750446,1.27722659000357,1.27722659000357,0.405,0.182,0.223,0.393891993867155,0.266187050359712,0.47075208913649,"Consistent_3_of_3",1,0.223,0.405,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
495,"MACROD1",0.501282622463544,"Tier_3_Exploratory_Robust",0.612982278942515,0.612982278942515,1.00785823154012,1.00785823154012,0.437,0.189,0.248,0.420152269915485,0.262589928057554,0.607894736842105,"Consistent_3_of_3",1,0.248,0.437,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
503,"GSTM3",0.497511326601577,"Tier_3_Moderate_Consistency",0.638125256714352,0.638125256714352,1.33860205371482,1.33860205371482,0.657,0.38,0.277,0.614848206466347,0.143884892086331,0.86908077994429,"Consistent_2_of_3",0.67,0.277,0.657,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
512,"KCNC2",0.495012680603971,"Tier_3_Moderate_Consistency",0.672457962973476,0.672457962973476,1.76366370378781,1.76366370378781,0.51,0.18,0.33,0.535138363433282,0.00263157894736842,0.894150417827298,"Consistent_2_of_3",0.67,0.33,0.51,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
514,"LLGL2",0.494520076204373,"Tier_4_Exploratory",0.60951746640644,0.60951746640644,1.03133973125152,1.03133973125152,0.436,0.219,0.217,0.453334831035626,0.264623955431755,0.669064748201439,"Consistent_3_of_3",1,0.217,0.436,1,TRUE,TRUE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
522,"RBP1",0.490783342315647,"Tier_3_Moderate_Consistency",0.6888,0.6888,2.83576948033119,2.83576948033119,0.443,0.112,0.331,0.457017930590288,0.00789473684210526,0.852367688022284,"Consistent_2_of_3",0.67,0.331,0.443,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
539,"DNAJA4",0.485161894953789,"Tier_3_Moderate_Consistency",0.652166363568466,0.652166363568466,1.58853090854773,1.58853090854773,0.513,0.178,0.335,0.535665512451496,0.203342618384401,0.827338129496403,"Consistent_2_of_3",0.67,0.335,0.513,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
569,"MAFB",0.469643075068367,"Tier_3_Moderate_Consistency",0.6736,0.6736,2.0793499829434,2.0793499829434,0.416,0.134,0.282,0.394193766816191,0.118705035971223,0.67966573816156,"Consistent_2_of_3",0.67,0.282,0.416,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
581,"TNFSF10",0.465759570520572,"Tier_3_Moderate_Consistency",0.61629201981827,0.61629201981827,1.32553615854616,1.32553615854616,0.566,0.299,0.267,0.520549371967021,0.0251798561151079,0.828947368421053,"Consistent_2_of_3",0.67,0.267,0.566,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
583,"DNAJC12",0.465171572546771,"Tier_3_Moderate_Consistency",0.602092523462488,0.602092523462488,1.1735401876999,1.1735401876999,0.639,0.421,0.218,0.657565154444396,0.239473684210526,0.952646239554318,"Consistent_2_of_3",0.67,0.218,0.639,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
590,"RTN2",0.461178621581528,"Tier_3_Moderate_Consistency",0.618409899452235,0.618409899452235,1.36007919561788,1.36007919561788,0.484,0.146,0.338,0.486675828667077,0.247910863509749,0.647368421052632,"Consistent_2_of_3",0.67,0.338,0.484,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
608,"HOXB2",0.45149795508471,"Tier_3_Moderate_Consistency",0.605944726690836,0.605944726690836,1.32275781352669,1.32275781352669,0.545,0.307,0.238,0.507417335446992,0.133093525179856,0.871052631578947,"Consistent_2_of_3",0.67,0.238,0.545,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
616,"ABHD14B",0.445862291444525,"Tier_3_Moderate_Consistency",0.587401564387959,0.587401564387959,1.11841251510367,1.11841251510367,0.532,0.246,0.286,0.50412072042996,0.212230215827338,0.726315789473684,"Consistent_2_of_3",0.67,0.286,0.532,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
621,"NFKBIZ",0.442729269167665,"Tier_3_Moderate_Consistency",0.613791434324884,0.613791434324884,1.48793147459907,1.48793147459907,0.475,0.231,0.244,0.452524735819027,0.15041782729805,0.91578947368421,"Consistent_2_of_3",0.67,0.244,0.475,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
635,"RXYLT1",0.43625126035293,"Tier_3_Moderate_Consistency",0.619900210661256,0.619900210661256,1.60880168529005,1.60880168529005,0.413,0.152,0.261,0.386435774412284,0.0935251798561151,0.542105263157895,"Consistent_2_of_3",0.67,0.261,0.413,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
651,"BLCAP",0.42495291475982,"Tier_3_Moderate_Consistency",0.602602209448919,0.602602209448919,1.49281767559135,1.49281767559135,0.42,0.18,0.24,0.397702538746015,0.118705035971223,0.67966573816156,"Consistent_2_of_3",0.67,0.24,0.42,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
656,"IGF1R",0.42207079805984,"Tier_3_Moderate_Consistency",0.577362468258509,0.577362468258509,1.20449974606807,1.20449974606807,0.479,0.244,0.235,0.511055503932875,0.167130919220056,0.902877697841727,"Consistent_2_of_3",0.67,0.235,0.479,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
661,"RASD1",0.419027359646795,"Tier_3_Moderate_Consistency",0.569946701627421,0.569946701627421,1.12917361301937,1.12917361301937,0.47,0.216,0.254,0.473182198999633,0.0947075208913649,0.742105263157895,"Consistent_2_of_3",0.67,0.254,0.47,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
667,"HDGFL3",0.414164656347813,"Tier_3_Moderate_Consistency",0.588855146993917,0.588855146993917,1.41004117595134,1.41004117595134,0.407,0.171,0.236,0.425979333817801,0.226315789473684,0.611510791366906,"Consistent_2_of_3",0.67,0.236,0.407,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
669,"PDE4DIP",0.413392511944759,"Tier_3_Moderate_Consistency",0.587637474823851,0.587637474823851,1.39869979859081,1.39869979859081,0.402,0.16,0.242,0.384366449077946,0.169064748201439,0.568245125348189,"Consistent_2_of_3",0.67,0.242,0.402,1,TRUE,FALSE,"Other_Candidate","Other_Candidate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not_OXPHOS_Classified","Standard_candidate"
